t,c_hash,cc_versions_space_inserted,cc_todo_olap_executed,cc_todo_oltp_executed,cc_todo_removed,cc_update_chains_pgc_light,cc_update_chains_pgc_light_removed,cc_versions_space_inserted_opt,cc_update_chains_pgc_heavy,cc_update_chains_pgc_heavy_removed,dt_researchy_7,dt_researchy_4,cc_update_versions_removed,dt_append,dt_researchy_3,dt_researchy_2,dt_researchy_6,dt_scan_desc,dt_page_reads,dt_scan_callback,dt_page_writes,cc_update_versions_visited,dt_range_removed,dt_next_tuple_opt,dt_restarts_update_same_size,dt_split,dt_inner_page,dt_prev_tuple_opt,cc_update_versions_kept,cc_update_chains_hwm,dt_goto_page_exec,dt_prev_tuple,cc_read_versions_visited_not_found,dt_restarts_structural_change,key,dt_merge_fail,dt_empty_leaf,cc_update_chains_pgc_skipped,dt_append_opt,xmerge_partial_counter,dt_restarts_read,dt_goto_page_shared,dt_researchy_8,dt_researchy_5,cc_update_chains,dt_researchy_9,dt_find_parent_root,dt_name,dt_next_tuple,cc_read_chains_not_found,dt_researchy_0,contention_split_fail_counter,cc_fat_tuple_convert,cc_fat_tuple_triggered,cc_update_chains_pgc_workers_visited,dt_find_parent_slow,dt_merge_parent_fail,dt_merge_parent_succ,cc_update_versions_kept_max,dt_scan_asc,dt_find_parent,cc_read_versions_visited,cc_fat_tuple_decompose,cc_todo_moved_gy,cc_read_chains,contention_split_succ_counter,dt_merge_succ,cc_update_versions_skipped,cc_update_versions_recycled,xmerge_full_counter,cc_update_versions_created,dt_researchy_1,dt_find_parent_fast,cc_update_chains_pgc
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,1061,0,0,0,1047,0,0,0,1,31,2,0,0,0,0,14,0,0,0,0,41,_history_tree_0_removes,148,0,0,0,0,0,0,53,41,0,0,0,94,0,0,0,0,0,10,0,0,0,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,514897,597973,0,0,0,0,0,0,0,16,0,317,18380,0,0,0,8864,0,0,0,0,496,334,0,0,0,0,325,0,0,0,0,407,_history_tree_0_updates,143,0,67860,0,0,0,0,1131,814,0,0,0,1538,0,0,0,0,0,318,0,0,0,0,44676,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,_customer_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4276,0,0,0,0,0,0,0,14,0,0,0,0,6,0,2137,0,0,0,0,0,customerwdl,0,0,0,0,0,0,0,97,0,0,0,2137,97,2137,0,0,2137,0,0,0,0,2,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,_customerwdl_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,78,2820,0,0,0,1410,0,0,0,16,0,0,0,0,29,0,0,0,0,0,0,0,history,0,0,0,0,0,0,0,333,0,0,0,0,333,0,0,0,0,0,0,0,0,75,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,_history_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6162824087970043652,1499,2870,0,2870,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,0,74,26906,0,0,0,9571,0,14909,0,18,184,0,0,0,5,0,3874,0,0,0,0,1,neworder,17509,14903,0,0,0,0,0,352,2,0,0,3014,354,17914,0,0,17914,0,49,0,0,22,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,_neworder_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6162824087970043652,1499,0,0,0,0,0,1454,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,158,19638,0,0,0,6715,0,0,0,20,0,0,0,0,61,0,0,0,0,2951,0,0,order,0,0,0,0,0,0,0,456,0,0,0,0,459,3103,0,0,3103,0,0,0,0,103,2951,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,_order_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,121,7732,0,0,0,3714,0,0,0,22,0,0,0,0,99,0,152,0,0,0,0,0,order_wdc,0,0,0,0,0,0,0,299,0,0,0,0,299,152,0,0,152,0,0,0,0,74,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,_order_wdc_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6162824087970043652,14882,0,0,0,0,0,14531,0,0,0,0,0,0,0,0,0,0,8,0,131,0,0,3782,0,2111,202170,0,0,0,66894,0,52,0,24,0,0,0,0,820,0,495,0,0,29413,0,0,orderline,69335,52,0,0,0,0,0,6609,0,0,0,492,6612,69818,0,0,69818,0,0,0,0,1541,29413,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,_orderline_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,70484,0,0,0,0,0,0,0,26,0,0,0,0,17,0,0,0,0,0,0,0,item,0,0,0,0,0,0,0,182,0,0,0,0,182,35242,0,0,35242,0,0,0,0,32,0,0,0,0
23,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,_item_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6162824087970043652,17833,0,0,0,0,0,17516,0,0,0,0,0,0,0,0,0,0,22,0,67,0,0,0,0,0,414984,0,0,0,35480,0,0,0,28,0,0,0,0,226,0,47,0,0,35349,0,0,stock,0,0,0,0,0,0,0,2025,0,0,0,0,2025,102728,0,0,102721,0,0,0,0,396,35349,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,_stock_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,3086,0,0,0,0,0,2954,0,0,0,0,0,0,0,0,0,0,20,0,73,0,0,0,0,0,39969,0,0,0,6049,0,0,0,12,0,0,0,0,296,0,3,0,0,6040,0,0,customer,0,0,0,0,0,0,0,1615,0,0,0,0,1615,7269,0,0,7269,0,0,0,0,149,6040,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,_district_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,4844,0,0,0,0,0,4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15556,0,0,0,10107,0,0,0,10,0,0,0,0,0,0,248,0,0,9592,0,0,district,0,0,0,0,0,0,0,0,0,0,0,0,0,5193,0,0,5193,0,0,0,0,0,9592,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,_warehouse_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,2559,0,0,0,0,0,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15649,0,0,0,5127,0,0,0,8,0,0,0,0,0,0,290,0,0,4753,0,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,10222,0,0,10222,0,0,0,0,0,4753,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,1421,0,0,0,1407,0,0,0,7,56,6,0,0,0,0,14,0,0,0,0,67,_history_tree_3_removes,194,0,0,0,0,0,0,77,67,0,0,0,144,0,0,0,0,0,11,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,367,21220,0,0,0,10448,0,0,0,6,651,455,0,0,0,0,162,0,0,0,0,520,_history_tree_3_updates,191,0,0,0,0,0,0,1451,1040,0,0,0,1971,0,0,0,0,0,431,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,20,2098,0,0,0,2079,0,0,0,5,58,9,0,0,0,0,19,0,0,0,0,78,_history_tree_2_removes,285,0,0,0,0,0,0,98,78,0,0,0,176,0,0,0,0,0,20,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,681,37754,0,0,0,18750,0,0,0,4,814,716,0,0,0,0,126,0,0,0,0,659,_history_tree_2_updates,249,0,0,0,0,0,0,2184,1318,0,0,0,2843,0,0,0,0,0,683,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,28,2656,0,0,0,2645,0,0,0,3,63,20,0,0,0,0,11,0,0,0,0,92,_history_tree_1_removes,361,0,0,0,0,0,0,122,92,0,0,0,214,0,0,0,0,0,29,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,889,49328,0,0,0,24501,0,0,0,2,853,877,0,0,0,0,159,0,0,0,0,700,_history_tree_1_updates,303,0,0,0,0,0,0,2601,1399,1,0,0,3301,0,0,0,0,0,852,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,1632,0,0,0,1606,0,0,0,1,57,6,0,0,0,0,26,0,0,0,0,71,_history_tree_0_removes,209,0,0,0,0,0,0,84,71,0,0,0,155,0,0,0,0,0,14,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,729281,846134,0,0,0,0,0,0,0,43,0,477,27230,0,0,0,13434,0,0,0,0,742,526,0,0,0,0,179,0,0,0,0,578,_history_tree_0_updates,205,0,98585,0,0,0,0,1704,1156,0,0,0,2282,0,0,0,0,0,483,0,0,0,0,66779,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,_customer_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6148,0,0,0,0,0,0,0,14,0,0,0,0,9,0,3074,0,0,0,0,0,customerwdl,0,0,0,0,0,0,0,116,0,0,0,3074,116,3074,0,0,3074,0,0,0,0,3,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,_customerwdl_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,106,3668,0,0,0,1834,0,0,0,16,0,0,0,0,63,0,0,0,0,0,0,0,history,0,0,0,0,0,0,0,533,0,0,0,0,533,0,0,0,0,0,0,0,0,114,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,_history_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,2185,4400,0,4400,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2576,0,104,39255,0,0,0,13985,0,23665,0,18,347,0,0,0,1,0,5629,0,0,0,0,36,neworder,27381,23665,0,0,0,0,0,601,72,0,0,4384,641,28049,0,0,28049,0,73,0,0,35,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,_neworder_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,2239,0,0,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,226,28318,0,0,0,9637,0,0,0,20,0,0,0,0,84,0,0,0,0,4314,0,0,order,0,0,0,0,0,0,0,687,0,0,0,0,687,4522,0,0,4522,0,0,0,0,172,4314,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,_order_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,166,10932,0,0,0,5258,0,0,0,22,0,0,0,0,136,0,208,0,0,0,0,0,order_wdc,0,0,0,0,0,0,0,421,0,0,0,0,421,208,0,0,208,0,0,0,0,100,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,_order_wdc_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,22052,0,0,0,0,0,21570,0,0,0,0,0,0,0,0,0,0,4,0,174,0,0,4979,0,3048,295128,0,0,0,97720,0,100,0,24,0,0,0,0,1149,0,656,0,0,43622,0,0,orderline,91107,100,0,0,0,0,0,9665,0,0,0,648,9669,91746,0,0,91746,0,0,0,0,2301,43622,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,_orderline_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,102008,0,0,0,0,0,0,0,26,0,0,0,0,25,0,0,0,0,0,0,0,item,0,0,0,0,0,0,0,209,0,0,0,0,209,51003,0,0,51003,0,0,0,0,37,0,0,0,0
24,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,_item_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6162824087970043652,25808,0,0,0,0,0,25285,0,0,0,0,0,0,0,0,0,0,44,0,109,0,0,0,0,0,573618,0,0,0,51219,0,0,0,28,0,0,0,0,329,0,86,0,0,51093,0,0,stock,0,0,0,0,0,0,0,3128,0,0,0,0,3129,139897,0,0,139897,0,0,0,0,570,51093,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,_stock_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,3099,0,0,0,0,0,2673,0,0,0,0,0,0,0,0,0,0,20,0,58,0,0,0,0,0,38541,0,0,0,5773,0,0,0,12,0,0,0,0,211,0,1,0,0,5772,0,0,customer,0,0,0,0,0,0,0,1336,0,0,0,0,1336,7072,0,0,7072,0,0,0,0,96,5772,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,_district_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,4626,0,0,0,0,0,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15202,0,0,0,9832,0,0,0,10,0,0,0,0,0,0,249,0,0,9308,0,0,district,0,0,0,0,0,0,0,0,0,0,0,0,0,5117,0,0,5117,0,0,0,0,0,9308,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,_warehouse_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,2585,0,0,0,0,0,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15431,0,0,0,5071,0,0,0,8,0,0,0,0,0,0,382,0,0,4674,0,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,9967,0,0,9966,0,0,0,0,0,4674,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,1519,0,0,0,1504,0,0,0,7,33,5,0,0,0,0,15,0,0,0,0,45,_history_tree_3_removes,213,0,0,0,0,0,0,59,45,0,0,0,104,0,0,0,0,0,12,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,500,27870,0,0,0,13823,0,0,0,6,650,507,0,0,0,0,112,0,0,0,0,536,_history_tree_3_updates,194,0,0,0,0,0,0,1629,1072,0,0,0,2165,0,0,0,0,0,479,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,1610,0,0,0,1601,0,0,0,5,42,5,0,0,0,0,9,0,0,0,0,55,_history_tree_2_removes,240,0,0,0,0,0,0,71,55,0,0,0,126,0,0,0,0,0,13,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,530,29796,0,0,0,14675,0,0,0,4,657,514,0,0,0,0,222,0,0,0,0,532,_history_tree_2_updates,223,0,0,0,0,0,0,1674,1064,0,0,0,2206,0,0,0,0,0,485,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,2351,0,0,0,2341,0,0,0,3,38,12,0,0,0,0,10,0,0,0,0,62,_history_tree_1_removes,282,0,0,0,0,0,0,85,62,0,0,0,147,0,0,0,0,0,24,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,759,42214,0,0,0,20858,0,0,0,2,852,809,0,0,0,0,248,0,0,0,0,733,_history_tree_1_updates,221,0,0,0,0,0,0,2402,1466,0,0,0,3135,0,0,0,0,0,787,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,1591,0,0,0,1570,0,0,0,1,44,6,0,0,0,0,21,0,0,0,0,56,_history_tree_0_removes,254,0,0,0,0,0,0,69,56,0,0,0,125,0,0,0,0,0,12,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,690885,804140,0,0,0,0,0,0,0,28,0,493,27748,0,0,0,13723,0,0,0,0,627,502,0,0,0,0,150,0,0,0,0,509,_history_tree_0_updates,219,0,92618,0,0,0,0,1596,1018,0,0,0,2105,0,0,0,0,0,474,0,0,0,0,61157,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,_customer_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5906,0,0,0,0,0,0,0,14,0,0,0,0,9,0,2953,0,0,0,0,0,customerwdl,0,0,0,0,0,0,0,118,0,0,0,2953,118,2953,0,0,2953,0,0,0,0,6,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,_customerwdl_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,106,3748,0,0,0,1874,0,0,0,16,0,0,0,0,46,0,0,0,0,0,0,0,history,0,0,0,0,0,0,0,463,0,0,0,0,463,0,0,0,0,0,0,0,0,80,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,_history_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,2028,3900,0,3900,0,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,0,102,36328,0,0,0,12956,0,17951,0,18,407,6,0,0,3,0,5195,0,0,0,0,27,neworder,21472,17951,0,0,0,0,0,609,54,0,0,4059,639,22010,0,0,22010,0,60,0,0,19,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,_neworder_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,1986,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,207,26584,0,0,0,9106,0,0,0,20,0,0,0,0,50,0,0,0,0,4004,0,0,order,0,0,0,0,0,0,0,616,0,0,0,0,617,4186,0,0,4186,0,0,0,0,149,4004,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,_order_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,168,10490,0,0,0,5063,0,0,0,22,0,0,0,0,116,0,182,0,0,0,0,0,order_wdc,0,0,0,0,0,0,0,391,0,0,0,0,391,182,0,0,182,0,0,0,0,87,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,_order_wdc_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,20232,0,0,0,0,0,19770,0,0,0,0,0,0,0,0,0,0,3,0,187,0,0,5066,0,2888,275958,0,0,0,91355,0,69,0,24,0,0,0,0,957,0,630,0,0,40002,0,0,orderline,91942,69,0,0,0,0,0,8702,0,0,0,625,8704,92555,0,0,92555,0,0,0,0,1956,40002,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,_orderline_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,96930,0,0,0,0,0,0,0,26,0,0,0,0,23,0,0,0,0,0,0,0,item,0,0,0,0,0,0,0,253,0,0,0,0,253,48465,0,0,48465,0,0,0,0,39,0,0,0,0
25,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,_item_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6162824087970043652,24556,0,0,0,0,0,24099,0,0,0,0,0,0,0,0,0,0,43,0,78,0,0,0,0,0,562509,0,0,0,48873,0,0,0,28,0,0,0,0,234,0,98,0,0,48655,0,0,stock,0,0,0,0,0,0,0,2576,0,0,0,0,2578,138532,0,0,138531,0,0,0,0,439,48655,0,0,0
26,6162824087970043652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,_stock_graveyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
