t,c_hash,key,GHz,CPU,IPC,br-miss,L1-miss,instr,cycle-kernel,task,LLC-miss,cycle
0,11327061893118909317,pp_15,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_14,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_13,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_12,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_11,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_10,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_8,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_7,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_5,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_4,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_9,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_1,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_1,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_2,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_4,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_5,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_7,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_8,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,worker_9,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,group_committer,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
0,11327061893118909317,pp_2,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
19,6162824087970043652,worker_0,2.1,0.2,1.1,2047309.5,4249016.3,573100412.7,3379740.0,248490950.0,816211.6,521058557.6
19,6162824087970043652,worker_1,2.3,0.3,1.1,2552988.7,5227334.6,702600931.2,3287888.9,279238540.0,1059553.5,649603239.1
19,6162824087970043652,worker_2,2.2,0.3,1.1,2330814.0,4846943.6,646746006.0,3057669.2,262471760.0,946198.3,589175835.7
19,6162824087970043652,worker_3,2.2,0.3,1.0,1997788.5,4316357.7,567388805.8,11836010.0,266969192.0,1566825.3,586820814.8
19,6162824087970043652,group_committer,3.1,0.0,0.6,27232.4,219635.0,10989444.0,18532663.0,6074952.0,45364.0,18771774.5
19,6162824087970043652,pp_0,3.2,0.4,0.9,68911.5,308824.8,1092382313.9,5639779.5,378495347.0,66705.4,1197702649.5
19,6162824087970043652,pp_4,3.2,0.3,0.9,49285.3,267446.9,901654222.9,7027650.6,308006575.0,52379.6,975364830.9
19,6162824087970043652,pp_2,3.2,0.4,0.9,63331.3,309700.2,1179590220.1,6695053.7,411876120.0,56991.4,1328677649.7
19,6162824087970043652,pp_3,3.3,0.6,1.0,83823.3,224549.4,1872361379.3,3857173.7,560524811.0,77324.1,1856975903.7
19,6162824087970043652,pp_1,2.6,0.4,0.9,57377.0,208988.6,980194939.3,5109436.2,407729754.0,75187.9,1078675402.9
19,6162824087970043652,pp_5,3.3,0.4,1.0,73514.8,212653.8,1359354615.7,6144947.7,431412734.0,54355.1,1421533477.5
19,6162824087970043652,pp_6,3.3,0.4,0.9,59760.2,257689.8,1274118150.2,5463946.8,422338041.0,66336.3,1383131996.6
19,6162824087970043652,pp_7,2.7,0.5,0.9,59451.5,246755.4,1222983767.7,3490466.7,481704781.0,76003.8,1307862463.3
20,6162824087970043652,pp_15,3.5,0.8,1.1,75512.7,137163.9,3010046672.9,4301667.6,773107144.0,25413.0,2714000470.6
20,6162824087970043652,pp_14,3.3,0.1,1.0,28103.1,66499.7,329842178.7,2836581.7,99219103.0,24462.4,331497662.2
20,6162824087970043652,pp_11,3.6,0.9,0.9,83336.8,137362.7,2949827548.0,3768546.5,887814103.0,38025.8,3161952673.9
20,6162824087970043652,pp_13,3.6,0.8,0.9,79513.4,157916.5,2805301416.4,5159569.1,851419902.0,2275.6,3022980349.4
20,6162824087970043652,pp_12,3.3,0.8,0.9,65621.9,144896.2,2636416289.2,5957811.5,861471214.0,31943.4,2829219113.0
20,6162824087970043652,pp_9,3.6,0.9,1.0,68901.6,164859.9,3191416199.6,5023434.7,880973340.0,23735.4,3134640556.6
20,6162824087970043652,pp_10,3.6,0.9,0.9,79736.4,149483.9,2960457929.1,2884338.4,889981444.0,25162.6,3167435548.3
20,6162824087970043652,pp_8,3.6,0.9,0.9,84281.4,285336.0,3167419105.2,4327381.8,953413743.0,26206.6,3400628800.1
20,6162824087970043652,worker_0,1.7,0.1,1.1,389192.9,782749.8,103859971.7,820129.5,55083083.0,156317.7,96372677.3
20,6162824087970043652,worker_1,2.6,0.1,1.0,747137.3,1592302.2,205707671.7,1562314.2,79334714.0,324829.2,206916099.0
20,6162824087970043652,worker_2,2.1,0.1,1.1,615411.4,1278431.4,172814921.9,597551.6,74404645.0,279500.7,154515060.0
20,6162824087970043652,worker_3,2.4,0.1,1.0,1072881.4,2200995.3,295306756.1,1419219.6,130450763.0,645611.1,308628461.4
20,6162824087970043652,group_committer,2.4,0.0,0.6,6192.0,42494.0,1562618.0,3199580.9,999221.0,9716.0,2423947.1
20,6162824087970043652,pp_0,3.5,0.8,0.9,81961.5,179243.6,2695985829.7,4333596.7,835033171.0,15998.6,2954825911.2
20,6162824087970043652,pp_4,3.4,0.1,0.9,28858.2,99851.6,338413099.0,1554426.8,106370707.0,29019.3,356967068.5
20,6162824087970043652,pp_2,3.5,0.8,0.9,63275.9,224477.5,2775692791.2,3987738.9,860543007.0,21002.3,3051105904.8
20,6162824087970043652,pp_3,3.4,0.1,1.0,12595.9,71961.0,357479913.1,2881505.4,104370968.0,24132.0,354801704.8
20,6162824087970043652,pp_1,3.3,0.8,0.9,72818.3,233719.9,2549529109.7,3888179.9,839165643.0,14109.0,2790606188.3
20,6162824087970043652,pp_5,3.5,0.8,1.0,82815.7,178704.3,2920644517.1,4036996.5,848720831.0,34211.2,2999581202.6
20,6162824087970043652,pp_6,3.4,0.1,0.9,19182.2,62287.4,382677852.4,1255060.3,123008625.0,33332.2,418741101.1
20,6162824087970043652,pp_7,3.4,0.9,0.9,78133.9,221604.1,2807265716.8,3332099.7,895015766.0,22689.8,3010570274.2
21,6162824087970043652,pp_15,3.3,0.3,1.1,35489.5,195895.3,1066520585.0,6718837.3,293625547.0,63774.3,964389715.2
21,6162824087970043652,pp_14,2.7,0.2,1.0,46456.2,111958.7,520507465.9,5732192.8,194717272.0,27337.1,517022793.2
21,6162824087970043652,pp_11,3.3,0.3,0.9,58557.9,202424.8,934994403.3,975385.5,299604996.0,72910.4,985754975.9
21,6162824087970043652,pp_13,3.3,0.3,0.9,59400.2,203762.8,889594579.9,1800836.5,281236513.0,67406.9,941864673.7
21,6162824087970043652,pp_12,3.4,0.3,0.9,57075.1,222251.8,909472673.7,4896678.4,291808175.0,147534.4,995262173.2
21,6162824087970043652,pp_9,3.1,0.3,1.1,60232.7,214895.7,869177137.2,3877236.7,263670863.0,57972.9,825469748.4
21,6162824087970043652,pp_10,3.3,0.2,0.9,52196.2,140114.9,678836581.2,2305274.8,220233216.0,58080.9,722417229.6
21,6162824087970043652,pp_8,3.3,0.3,0.9,43139.8,218463.8,842237924.1,3776918.2,275721024.0,45150.3,918482058.0
21,6162824087970043652,worker_0,2.3,0.2,0.8,1818745.0,4241982.4,471924050.4,3555381.5,239936419.0,1408709.5,562178771.2
21,6162824087970043652,worker_1,2.2,0.2,1.0,1490615.7,3194182.2,432545006.9,2888631.3,188426897.0,896490.6,420039812.1
21,6162824087970043652,worker_2,2.2,0.2,1.1,1357491.2,2911358.5,391188017.5,2173992.2,164547963.0,704274.8,362039287.9
21,6162824087970043652,worker_3,2.2,0.2,0.9,1306680.0,2740638.2,365411770.4,3230447.9,180791303.0,1253078.1,391526959.5
21,6162824087970043652,group_committer,2.4,0.0,0.7,23582.0,170935.0,10578350.7,-nan,6678793.0,33320.0,16141077.0
21,6162824087970043652,pp_0,3.4,0.3,0.9,47676.8,162826.8,965069789.0,3647822.2,315014997.0,27202.2,1066706717.9
21,6162824087970043652,pp_4,2.7,0.2,0.9,47291.2,176835.3,586464324.4,1079675.2,238890330.0,50073.8,635390136.1
21,6162824087970043652,pp_2,3.2,0.3,0.9,63227.1,202078.5,777899461.5,5786912.8,276191777.0,62544.3,889723681.3
21,6162824087970043652,pp_3,3.3,0.2,1.0,34155.4,150694.3,626922105.9,2210567.3,197914825.0,55103.7,643394039.0
21,6162824087970043652,pp_1,3.3,0.3,0.9,49921.7,137982.3,906356723.0,5559491.5,314232581.0,36568.4,1036144282.5
21,6162824087970043652,pp_5,3.4,0.4,1.0,65708.5,203372.4,1419685493.7,2678474.3,430674909.0,68760.2,1461051203.1
21,6162824087970043652,pp_6,3.2,0.2,0.9,43528.1,113577.5,697406795.7,2198076.9,236560646.0,46701.4,745649640.5
21,6162824087970043652,pp_7,3.3,0.3,0.9,42777.6,179963.9,840359077.1,4452275.9,275540648.0,49084.9,920366203.5
22,6162824087970043652,pp_15,3.5,0.3,1.1,40318.1,40191.6,1352146499.0,3790073.9,350780223.0,14900.5,1237072194.1
22,6162824087970043652,pp_14,3.2,0.4,1.0,32771.3,78308.5,1295363630.9,1765167.7,404803281.0,23369.4,1281106576.7
22,6162824087970043652,pp_11,3.4,0.3,0.9,37094.5,92643.8,1119904844.5,1088999.8,351657747.0,23969.1,1189509567.3
22,6162824087970043652,pp_13,3.3,0.3,0.9,32096.3,82027.4,854941802.2,2077368.6,276964878.0,11820.0,925901291.8
22,6162824087970043652,pp_12,3.5,0.4,0.9,36255.8,87955.5,1302401270.4,2783909.7,404985091.0,25791.8,1414800207.2
22,6162824087970043652,pp_9,3.5,0.3,1.0,40388.9,53667.8,1260352843.3,2816309.9,352264444.0,23352.3,1243074556.6
22,6162824087970043652,pp_10,3.4,0.3,0.9,38364.2,94690.3,1039620676.7,1240414.9,325993232.0,17564.8,1096165713.6
22,6162824087970043652,pp_8,3.4,0.5,0.9,46032.7,195966.6,1600968113.6,1372124.2,493601437.0,19918.6,1698716530.1
22,6162824087970043652,worker_0,2.2,0.1,0.9,731469.0,1514078.2,204538033.7,1771228.8,104784951.0,646235.6,233739238.4
22,6162824087970043652,worker_1,2.1,0.1,1.0,873484.6,1726840.2,233538760.3,1078228.1,108248669.0,455138.9,228945803.8
22,6162824087970043652,worker_2,1.7,0.1,1.1,529832.9,1061854.8,146058690.9,1332095.1,81952871.0,309493.2,138558688.4
22,6162824087970043652,worker_3,1.8,0.1,0.9,530734.7,1031001.6,141103973.1,1310381.5,84117267.0,445112.3,150917888.4
22,6162824087970043652,group_committer,1.7,0.0,-nan,10114.0,53738.0,-nan,-nan,1725742.0,15918.0,2990074.0
22,6162824087970043652,pp_0,3.5,0.5,0.9,48089.7,100605.9,1530861578.5,2317885.9,491606440.0,24749.1,1700872995.4
22,6162824087970043652,pp_4,3.1,0.5,0.9,43682.2,142952.4,1432771119.3,1434180.6,491793959.0,21062.7,1540751513.0
22,6162824087970043652,pp_2,3.6,0.3,0.9,38131.5,84603.4,1080777878.6,3046971.1,327318487.0,24366.7,1186974912.1
22,6162824087970043652,pp_3,3.4,0.3,1.0,42434.2,96572.3,1090700064.1,1699764.6,321939304.0,27348.6,1078825450.7
22,6162824087970043652,pp_1,3.5,0.4,0.9,45421.1,149305.5,1322646506.7,1236452.9,412315318.0,31203.1,1441094432.9
22,6162824087970043652,pp_5,3.5,0.4,1.0,34676.6,110793.4,1414338776.8,3641034.5,413855640.0,28035.4,1466125390.7
22,6162824087970043652,pp_6,3.5,0.3,0.9,26423.5,118143.3,1154286810.5,3056344.2,352682648.0,25606.1,1239104041.5
22,6162824087970043652,pp_7,3.5,0.4,0.9,47883.8,131633.1,1343021882.3,1300391.3,412481624.0,32058.9,1439381874.4
23,6162824087970043652,pp_15,3.4,0.5,1.1,65135.1,210679.9,1762243002.8,7664526.8,470442305.0,105726.6,1615280450.6
23,6162824087970043652,pp_14,3.3,0.4,1.0,67452.0,215694.7,1476891636.2,8311773.3,443687196.0,56438.4,1460730773.0
23,6162824087970043652,pp_11,3.4,0.6,0.9,72958.2,192542.8,1868423160.0,8511597.7,589274812.0,39354.6,2015327216.2
23,6162824087970043652,pp_13,3.5,0.6,0.9,74418.1,182993.9,1975327833.1,8935412.9,616437111.0,40025.3,2127642991.1
23,6162824087970043652,pp_12,3.5,0.6,0.9,72442.3,204548.9,1847687910.3,7725228.4,576377703.0,60323.2,2011096262.3
23,6162824087970043652,pp_9,3.5,0.5,1.0,80569.9,183424.1,1807940823.8,8334333.0,516074051.0,41587.4,1795667645.3
23,6162824087970043652,pp_10,3.4,0.5,0.9,71913.2,175889.8,1729542633.4,6591987.9,542201444.0,45085.3,1870587782.7
23,6162824087970043652,pp_8,3.5,0.5,0.9,70454.0,280557.5,1733737175.2,5752740.4,538985799.0,45905.2,1873867295.4
23,6162824087970043652,worker_0,1.8,0.2,0.9,985298.2,2482020.6,267955127.4,15850674.2,160185145.0,885885.7,285113173.2
23,6162824087970043652,worker_1,1.9,0.2,1.0,1170420.6,2642036.3,332203505.8,5090379.7,164935070.0,636911.6,318201568.4
23,6162824087970043652,worker_2,1.9,0.2,1.0,1222631.4,2652153.0,323244912.3,4391395.2,169040226.0,672382.0,326926913.4
23,6162824087970043652,worker_3,2.1,0.2,0.9,1633046.1,4127387.9,466436779.0,24626599.9,240646691.0,1312549.1,515964261.8
23,6162824087970043652,group_committer,1.6,0.0,0.8,36115.0,141154.9,6906541.3,8340982.9,5637781.0,35570.9,8878573.0
23,6162824087970043652,pp_0,3.4,0.5,0.9,65946.6,218214.1,1506318474.8,6019229.2,487903006.0,37913.9,1647380222.8
23,6162824087970043652,pp_4,3.4,0.5,0.9,78784.5,285755.5,1718220787.9,6909036.8,543491292.0,41038.4,1846867545.5
23,6162824087970043652,pp_2,3.4,0.6,0.9,70998.4,296571.7,2011109224.8,6238730.7,645055159.0,48957.0,2209828441.7
23,6162824087970043652,pp_3,3.4,0.6,1.0,80406.6,222336.7,1973456886.2,8554355.4,579502884.0,36281.2,1982530059.7
23,6162824087970043652,pp_1,3.4,0.5,0.9,52116.8,201808.3,1536772452.7,9938669.0,503909392.0,59976.1,1702325021.8
23,6162824087970043652,pp_5,3.3,0.5,1.0,75522.8,183221.5,1753863274.2,7530238.8,542123038.0,55818.2,1814106757.9
23,6162824087970043652,pp_6,3.4,0.7,0.9,81253.4,192917.1,2169026732.5,6455061.9,682027260.0,43827.7,2333480500.1
23,6162824087970043652,pp_7,3.5,0.6,0.9,75001.4,213422.0,2013290025.2,7540548.8,625251689.0,26605.4,2161401912.3
24,6162824087970043652,pp_15,3.2,0.5,1.1,83642.9,248206.1,1905755603.4,6997704.5,525221066.0,68691.5,1702595709.1
24,6162824087970043652,pp_14,3.4,0.6,1.0,90177.4,260166.6,2234241226.4,9127410.5,641766232.0,32380.8,2207282356.2
24,6162824087970043652,pp_11,3.3,0.5,0.9,62669.6,242020.9,1460872331.9,6526018.8,474575886.0,72615.3,1572494363.3
24,6162824087970043652,pp_13,3.4,0.6,0.9,78277.3,216465.3,1968328815.6,6207519.6,618238542.0,53622.4,2099211734.4
24,6162824087970043652,pp_12,3.3,0.6,0.9,93170.9,285145.0,1975261559.4,5409431.5,626229132.0,76289.4,2090541302.9
24,6162824087970043652,pp_9,3.3,0.5,1.0,78592.8,236780.9,1559036052.5,8495817.2,471218790.0,61921.6,1541097111.8
24,6162824087970043652,pp_10,3.2,0.5,0.9,67993.4,203600.5,1399449767.8,7842747.9,476018399.0,74548.6,1522447786.2
24,6162824087970043652,pp_8,3.0,0.4,0.9,88829.0,284520.9,1027608459.0,6788376.5,369402711.0,69891.8,1119004276.0
24,6162824087970043652,worker_0,1.9,0.2,0.9,1423391.6,3717237.1,400098560.1,31254104.1,231096660.0,1099651.2,431647961.8
24,6162824087970043652,worker_1,2.3,0.3,1.0,2610840.1,5585855.8,727687328.9,7907812.6,312348352.0,1171120.8,713277981.4
24,6162824087970043652,worker_2,2.1,0.3,1.0,1992009.8,4233330.2,539987518.8,8635247.7,254409332.0,905927.1,537716479.6
24,6162824087970043652,worker_3,1.7,0.2,1.0,1116021.6,2818110.1,307271497.3,20937520.5,186624001.0,946624.4,322184175.6
24,6162824087970043652,group_committer,2.3,0.0,1.1,46570.9,228012.1,91754835.3,17272177.5,36733980.0,23368.9,83852756.2
24,6162824087970043652,pp_0,3.4,0.5,0.9,61605.5,199694.2,1499739272.3,10036402.9,492819837.0,62850.9,1657264809.8
24,6162824087970043652,pp_4,3.3,0.4,0.9,80195.9,192850.0,1216380923.0,8147830.5,403868351.0,68418.3,1315549616.4
24,6162824087970043652,pp_2,3.2,0.5,0.9,72324.6,382444.4,1381085228.2,11278489.3,476065932.0,62058.5,1532920192.7
24,6162824087970043652,pp_3,3.3,0.6,1.0,82694.1,248407.9,1892847020.0,8418957.7,579746915.0,89667.6,1899255228.4
24,6162824087970043652,pp_1,3.3,0.7,0.9,90628.1,281956.1,2033775740.8,9332050.7,673249290.0,65982.1,2253454991.0
24,6162824087970043652,pp_5,3.2,0.4,1.0,83312.9,220589.1,1328253673.7,7819232.4,426493308.0,72093.7,1384421167.1
24,6162824087970043652,pp_6,3.4,0.5,0.9,51191.5,228915.6,1435434468.4,8354555.6,460777046.0,47634.8,1576334611.2
24,6162824087970043652,pp_7,3.4,0.6,0.9,89742.8,244391.2,2033141015.9,10107828.8,643832327.0,48110.5,2204600093.5
25,6162824087970043652,pp_15,3.4,0.5,1.1,79291.7,274038.2,2027225647.0,8941095.8,538288730.0,42011.0,1838081850.8
25,6162824087970043652,pp_14,3.3,0.5,1.0,78083.0,208088.6,1749019516.1,9294889.2,521487964.0,74435.2,1729745357.7
25,6162824087970043652,pp_11,3.4,0.7,0.9,100090.3,212534.5,2207798421.7,8862087.2,692187480.0,63718.0,2378040885.0
25,6162824087970043652,pp_13,3.5,0.7,0.9,87312.6,261633.2,2350520533.8,5493041.5,724277290.0,54559.6,2517388172.7
25,6162824087970043652,pp_12,3.3,0.5,0.9,73939.3,246594.9,1441662876.6,5105758.3,461172390.0,62006.1,1538641132.1
25,6162824087970043652,pp_9,3.4,0.6,1.0,71136.4,222659.9,1949720282.7,6966040.1,561511230.0,48887.2,1928906580.9
25,6162824087970043652,pp_10,3.4,0.6,0.9,82612.5,212991.6,2055843794.4,4596562.8,641500210.0,32093.1,2206273326.2
25,6162824087970043652,pp_8,3.4,0.5,0.9,77324.9,300208.6,1668454142.3,4774739.7,534029925.0,44115.3,1800803385.0
25,6162824087970043652,worker_0,1.9,0.2,0.9,1433927.7,3582508.0,399364896.2,15107382.3,228773406.0,1316989.0,444842533.5
25,6162824087970043652,worker_1,2.2,0.3,1.1,2176616.3,4598530.3,647038754.1,4319034.9,282966637.0,1070711.1,612211242.5
25,6162824087970043652,worker_2,1.9,0.2,1.1,1654045.8,3422459.6,462267597.4,3573642.2,220483841.0,785020.3,410662587.4
25,6162824087970043652,worker_3,2.0,0.2,0.9,1475006.6,3476851.5,407529835.2,15105993.1,236723602.0,1333666.1,465243659.4
25,6162824087970043652,group_committer,2.3,0.0,0.6,45461.0,144479.1,6487132.8,10879864.4,4726597.0,26271.0,11035116.6
25,6162824087970043652,pp_0,3.3,0.4,0.9,64138.4,189666.9,1210517805.8,7354741.3,415153223.0,51015.3,1358897313.2
25,6162824087970043652,pp_4,3.3,0.5,0.9,70179.9,238545.2,1643237561.1,7775702.7,526979314.0,67618.4,1763887752.6
25,6162824087970043652,pp_2,3.4,0.5,0.9,67815.0,229951.5,1558313089.7,7341276.9,502876206.0,44089.9,1718894469.3
25,6162824087970043652,pp_3,3.4,0.5,1.0,74531.5,213854.9,1592496420.7,7148053.0,470179347.0,34020.6,1607459656.6
25,6162824087970043652,pp_1,3.5,0.6,0.9,66173.7,198732.6,1834342822.5,5411547.5,579286638.0,47116.2,2018848995.8
25,6162824087970043652,pp_5,3.4,0.5,1.0,65290.7,181028.8,1545130147.8,7440770.2,469514950.0,35325.8,1589316080.3
25,6162824087970043652,pp_6,3.2,0.4,0.9,66934.4,173930.8,1159302291.8,6978307.0,386633672.0,52008.4,1239061632.9
25,6162824087970043652,pp_7,3.4,0.5,0.9,71710.2,225739.0,1469082104.3,9056745.9,480105362.0,55080.0,1610481693.7
26,6162824087970043652,pp_15,3.6,0.9,1.1,65809.0,126153.1,3631931619.7,2784541.7,922558501.0,3354.7,3281652157.6
26,6162824087970043652,pp_14,3.6,0.9,1.0,73321.2,221763.4,3377142314.6,3765467.5,929663419.0,8495.5,3308930868.6
26,6162824087970043652,pp_11,3.5,0.7,0.9,65759.4,123856.4,2477226010.8,1967511.1,748407087.0,12507.1,2647131110.3
26,6162824087970043652,pp_13,3.6,0.8,0.9,69326.7,140169.7,2861755877.2,3449165.3,859960016.0,1923.0,3064243401.0
26,6162824087970043652,pp_12,3.6,0.9,0.9,79351.5,134083.2,2978254023.9,3314227.7,899662752.0,3142.3,3194892149.7
26,6162824087970043652,pp_9,3.5,0.7,1.0,60678.6,142292.8,2713206654.0,3880019.3,747612879.0,2142.3,2647156290.9
26,6162824087970043652,pp_10,3.6,0.8,0.9,77079.8,154800.3,2837862209.7,3532375.9,857917278.0,1102.1,3053600210.8
26,6162824087970043652,pp_8,3.5,0.7,0.9,62495.7,229289.2,2484773946.7,1914513.9,748723998.0,3120.5,2654077295.7
26,6162824087970043652,worker_0,1.5,0.0,0.9,228968.9,490765.7,63214400.7,547679.4,45154408.0,234635.3,68288108.7
26,6162824087970043652,worker_1,1.6,0.0,1.2,328428.9,638968.2,89736360.2,281566.6,47411481.0,157545.3,77212027.3
26,6162824087970043652,worker_2,1.6,0.0,1.2,318706.6,690921.7,98566171.1,754577.3,50380429.0,152052.2,82904715.3
26,6162824087970043652,worker_3,2.1,0.1,0.9,382460.7,826666.2,120836838.1,857455.0,60914927.0,352021.1,127887352.6
26,6162824087970043652,group_committer,1.7,0.0,0.7,7331.0,-nan,1182100.0,1534715.0,949383.0,6459.0,1612757.0
26,6162824087970043652,pp_0,3.5,0.9,0.9,72573.8,154581.9,2939714512.2,2171606.7,906059707.0,2174.6,3208279596.1
26,6162824087970043652,pp_4,3.5,0.7,0.9,67320.1,215060.2,2477152360.0,1784035.4,749976275.0,9602.4,2650343826.2
26,6162824087970043652,pp_2,3.6,0.8,0.9,69585.5,213763.7,2763681739.7,2444922.8,852307135.0,10438.4,3027391213.1
26,6162824087970043652,pp_3,3.6,0.8,1.0,75886.0,147290.8,3010064151.0,2036084.6,847587525.0,12646.6,3010136832.9
26,6162824087970043652,pp_1,3.6,0.9,0.9,70476.3,140841.6,2927369729.0,2101221.4,899500892.0,2846.3,3194413806.3
26,6162824087970043652,pp_5,3.6,0.9,1.0,70528.0,205270.7,3104482822.8,3705633.9,897756611.0,2340.1,3202676076.7
26,6162824087970043652,pp_6,3.6,0.9,0.9,72228.3,103449.3,3015465243.4,2849666.8,912826771.0,1992.8,3246900335.5
26,6162824087970043652,pp_7,3.6,0.9,0.9,68852.0,163899.6,3049469184.0,3278400.6,918914894.0,1850.0,3276222230.7
27,6162824087970043652,pp_15,3.4,0.7,1.1,82369.6,210358.9,2693763060.0,8698650.1,718753768.0,53727.7,2466382699.7
27,6162824087970043652,pp_14,3.5,0.7,1.0,93988.2,240319.4,2466480674.1,6807665.0,699511332.0,57422.4,2427135425.3
27,6162824087970043652,pp_11,3.5,0.7,0.9,104463.8,242068.8,2342586351.4,9547360.0,732219400.0,47370.3,2539783842.6
27,6162824087970043652,pp_13,3.5,0.6,0.9,89785.9,260343.6,1979722060.5,4699240.8,612458985.0,58165.4,2122999236.1
27,6162824087970043652,pp_12,3.5,0.7,0.9,87431.4,278123.4,2386615539.1,7321187.3,740582783.0,61206.2,2570753389.4
27,6162824087970043652,pp_9,3.4,0.7,1.0,100153.5,216425.3,2587071555.0,7449905.7,737736481.0,64347.9,2537096043.5
27,6162824087970043652,pp_10,3.5,0.7,0.9,83254.0,197565.1,2156839660.8,6689110.3,667653695.0,41031.1,2334453520.4
27,6162824087970043652,pp_8,3.4,0.6,0.9,86711.6,310148.5,2027856515.0,6694986.6,636572014.0,66883.4,2190633882.2
27,6162824087970043652,worker_0,1.9,0.2,1.0,1438197.8,3521966.1,418460822.0,13183609.0,219560240.0,1153771.5,422518466.9
27,6162824087970043652,worker_1,2.0,0.2,1.1,1711722.6,3662105.9,499727590.6,2994021.9,224697891.0,925633.2,451313348.2
27,6162824087970043652,worker_2,1.8,0.1,1.1,1091587.1,2226420.9,303114068.5,2370730.0,148854729.0,534172.1,271119680.4
27,6162824087970043652,worker_3,2.0,0.2,0.9,1228005.1,2487503.4,327515550.6,2632597.0,185927233.0,1260767.1,367965554.5
27,6162824087970043652,group_committer,1.3,0.0,0.7,46593.8,157944.8,7044088.0,9408694.2,7433525.0,33398.3,9938736.1
27,6162824087970043652,pp_0,3.4,0.6,0.9,82342.8,289023.0,1854586803.6,8223023.4,589224390.0,45099.5,2017181370.6
27,6162824087970043652,pp_4,3.5,0.7,0.9,103165.0,319490.8,2305582211.2,6342403.4,715955246.0,50157.0,2489814816.1
27,6162824087970043652,pp_2,3.5,0.8,0.9,91768.9,313807.2,2469510075.7,4791100.7,775469195.0,51599.2,2715113778.9
27,6162824087970043652,pp_3,3.5,0.7,1.0,89195.5,225955.5,2443269772.5,6908104.6,708413536.0,42474.4,2477049959.4
27,6162824087970043652,pp_1,3.4,0.6,0.9,69889.5,201437.1,1854585821.9,8312296.0,599119657.0,29173.1,2036825511.8
27,6162824087970043652,pp_5,3.4,0.5,1.0,83118.5,244338.8,1715463795.7,8216412.7,518105221.0,39564.6,1783374565.2
27,6162824087970043652,pp_6,3.5,0.6,0.9,78002.8,253078.9,1900947040.2,7774176.1,585409553.0,52362.4,2050518322.4
27,6162824087970043652,pp_7,3.4,0.7,0.9,91290.0,231752.3,2154321240.5,4632057.6,670370881.0,59704.3,2304800489.2
28,6162824087970043652,pp_15,3.4,0.2,1.1,31270.9,126367.9,824296360.0,1586766.0,220820205.0,29576.6,754809342.5
28,6162824087970043652,pp_14,3.4,0.2,1.0,38766.9,141170.1,814251602.2,2327143.5,238645563.0,12912.2,807763304.3
28,6162824087970043652,pp_11,3.3,0.2,0.9,28869.8,120792.4,674232390.6,5092338.5,220356781.0,25662.9,737971064.6
