t,c_hash,c_olap_mode,c_pgc,c_todo,c_wal_variant,c_graveyard,c_wal_io_hack,c_wal_fsync,c_wal_rfa,c_mv,c_wal,c_btree_hints,c_smt,c_history_tree_inserts,c_worker_threads,c_pp_threads,c_bulk_insert,tpcc_threads,c_wal_log_writers,c_tag,c_isolation_level,c_ssd_gib,run_until_tx,ch_a_start_delay_sec,c_zipf_factor,c_btree_prefix_compression,c_pin_threads,ch_a_process_delay_sec,ch_a_query,c_vi_fat_tuple_alternative,c_target_gib,ch_a_threads,tpcc_warehouse_affinity,ch_a_rounds,c_xmerge,tpcc_warehouse_count,c_vi,c_xmerge_target_pct,c_free_pct,c_partition_bits,c_vi_fat_tuple,c_dram_gib,c_run_for_seconds,c_nc_reallocation,c_xmerge_k,c_contention_split,c_cm_update_on,c_cm_period,c_wal_tuple_rfa,c_btree_heads,c_cm_slowpath_threshold
8,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
9,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
10,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
11,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
12,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
13,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
14,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
15,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
16,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
17,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
18,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
19,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
20,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
21,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
22,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
23,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
24,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
25,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
26,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
27,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
28,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
29,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
30,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
31,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
32,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
33,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
34,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
35,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
36,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
37,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
38,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
39,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
40,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
41,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
42,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
43,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
44,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
45,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
46,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
47,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
48,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
49,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
50,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
51,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
52,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
53,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
54,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
55,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
56,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
57,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
58,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
59,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
60,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
61,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
62,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
63,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
64,5320543048234226257,1,1,1,3,1,1,0,1,1,1,1,1,1,8,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
0,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
1,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
2,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
3,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
4,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
5,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
6,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
7,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
8,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
9,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
10,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
11,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
12,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
13,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
14,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
15,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
16,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
17,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
18,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
19,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
20,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
21,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
22,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
23,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
24,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
25,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
26,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
27,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
28,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
29,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
30,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
31,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
32,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
33,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
34,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
35,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
36,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
37,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
38,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
39,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
40,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
41,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
42,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
43,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
44,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
45,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
46,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
47,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
48,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
49,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
50,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
51,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
52,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
53,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
54,9078797609150481646,1,1,1,3,1,1,0,1,1,1,1,1,1,4,16,0,0,1,,si,1700.0,0,0,0.0,1,0,0,2,0,0.0,0,0,1,1,4,1,80.0,1,6,0,1.0,120,0,5,1,7,14,1,1,1
