t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
9,8952077520398504792,0.0,0.0,0.0,122786032,5.9,0,0.0,0.8,0,877532.0,0.0,0,0,0.0,219383,0.0,0.0,0.0,0,0,100.0,0,0
10,8952077520398504792,0.2,0.5,0.0,85438929,4.4,15258,7229745403686074.0,0.9,0,891700.0,0.0,22293,2572,0.5,222925,0.0,0.0,12.9,0,16246,100.0,0,0
11,8952077520398504792,0.0,0.0,0.0,121603805,5.0,0,0.0,0.8,0,886544.0,0.0,3477,0,0.0,221636,0.0,0.0,0.0,0,0,100.0,0,0
12,8952077520398504792,0.0,0.0,0.0,122729316,5.0,0,0.0,0.8,0,886544.0,0.0,0,0,0.0,221636,0.0,0.0,0.0,0,0,100.0,0,0
13,8952077520398504792,0.0,0.0,0.0,124268127,5.0,0,0.0,0.8,0,886544.0,0.0,0,0,0.0,221636,0.0,0.0,0.0,0,0,100.0,0,0
14,8952077520398504792,0.0,0.0,0.0,122618492,5.0,0,0.0,0.8,0,886544.0,0.0,0,0,0.0,221636,0.0,0.0,0.0,0,0,100.0,0,0
15,8952077520398504792,0.1,0.2,0.0,9894675,1.4,6136,13539524737915366.0,0.9,0,919868.0,0.0,18798,1164,0.1,229967,0.0,0.0,17.5,0,6423,100.0,0,0
16,8952077520398504792,0.1,0.8,0.0,77172749,2.8,11700,15190788513863116.0,0.9,0,907096.0,0.0,6924,2593,0.8,226774,0.0,0.0,16.6,0,12158,100.0,0,0
17,8952077520398504792,0.0,0.0,0.0,121039573,2.8,0,0.0,0.9,0,907808.0,0.0,178,0,0.0,226952,0.0,0.0,0.0,0,0,100.0,0,0
18,8952077520398504792,0.0,0.0,0.0,122964899,2.8,0,0.0,0.9,0,907808.0,0.0,0,0,0.0,226952,0.0,0.0,0.0,0,0,100.0,0,0
19,8952077520398504792,0.1,0.3,0.0,47039727,2.5,6136,13631965474562358.0,0.9,0,910464.0,0.0,9798,1511,0.3,227616,0.0,0.0,13.4,0,6422,100.0,0,0
20,8952077520398504792,0.1,0.5,0.0,74094216,2.7,4505,26432487865488144.0,0.9,0,908532.0,0.0,2622,1218,0.5,227133,0.0,0.0,14.6,0,4741,100.0,0,0
21,8952077520398504792,0.0,0.0,0.0,122535304,2.7,0,0.0,0.9,0,908532.0,0.0,0,0,0.0,227133,0.0,0.0,0.0,0,0,100.0,0,0
22,8952077520398504792,0.0,0.0,0.0,122663374,2.7,0,0.0,0.9,0,908532.0,0.0,0,0,0.0,227133,0.0,0.0,0.0,0,0,100.0,0,0
23,8952077520398504792,0.0,0.0,0.0,122577152,2.7,0,0.0,0.9,0,908532.0,0.0,0,0,0.0,227133,0.0,0.0,0.0,0,0,100.0,0,0
24,8952077520398504792,0.2,0.2,0.0,61212266,2.3,3846,30954339493258940.0,0.9,0,912660.0,0.0,10501,1037,0.2,228165,0.0,0.0,13.9,0,4040,100.0,0,0
25,8952077520398504792,0.1,0.8,0.0,80064223,2.6,6380,12784837385781766.0,0.9,0,910536.0,0.0,3773,1783,0.7,227634,0.0,0.0,13.6,0,6705,100.0,0,0
26,8952077520398504792,0.0,0.0,0.0,122558019,2.6,0,0.0,0.9,0,910536.0,0.0,0,0,0.0,227634,0.0,0.0,0.0,0,0,100.0,0,0
27,8952077520398504792,0.0,0.0,0.0,122638904,2.6,0,0.0,0.9,0,910536.0,0.0,0,0,0.0,227634,0.0,0.0,0.0,0,0,100.0,0,0
28,8952077520398504792,0.2,0.7,0.0,48872139,2.1,7505,7641285284539420.0,0.9,0,915992.0,0.0,8835,2260,0.7,228998,0.0,0.0,16.5,0,7925,100.0,0,0
29,8952077520398504792,0.1,0.7,0.0,330567,2.4,4933,21862306918407464.0,0.9,0,913480.0,0.0,2460,1629,0.7,228370,0.0,0.0,19.2,0,5202,100.0,0,0
30,8952077520398504792,0.0,0.1,0.0,118130130,2.3,0,0.0,0.9,0,914700.0,0.0,305,0,0.1,228675,0.0,0.0,0.0,0,0,100.0,0,0
31,8952077520398504792,0.0,0.0,0.0,122948538,2.3,0,0.0,0.9,0,914700.0,0.0,0,0,0.0,228675,0.0,0.0,0.0,0,0,100.0,0,0
32,8952077520398504792,0.0,0.0,0.0,119463381,2.2,1044,98928062716150992.0,0.9,0,915676.0,0.0,1016,358,0.0,228919,0.0,0.0,9.5,0,1108,100.0,0,0
33,8952077520398504792,0.0,0.2,0.0,16731236,2.5,801,173979185639963552.0,0.9,0,912724.0,0.0,1167,276,0.1,228181,0.0,0.0,14.0,0,852,100.0,0,0
34,8952077520398504792,0.3,0.6,0.0,52853963,2.6,4541,23476806685724604.0,0.9,0,912552.0,0.0,9130,1537,0.6,228138,0.0,0.0,13.7,0,4819,100.0,0,0
35,8952077520398504792,0.1,0.4,0.0,85713449,2.5,2874,39878348761834624.0,0.9,0,913488.0,0.0,2004,976,0.4,228372,0.0,0.0,11.6,0,3055,100.0,0,0
36,8952077520398504792,0.0,0.3,0.0,110970100,2.3,806,125492915370283152.0,0.9,0,916084.0,0.0,1140,261,0.3,229021,0.0,0.0,6.7,0,859,100.0,0,0
37,8952077520398504792,0.0,0.0,0.0,122509751,2.3,0,0.0,0.9,0,916084.0,0.0,0,0,0.0,229021,0.0,0.0,0.0,0,0,100.0,0,0
38,8952077520398504792,0.2,0.5,0.0,24530151,1.8,4281,32265765907669392.0,0.9,0,920524.0,0.0,5848,1533,0.5,230131,0.0,0.0,15.9,0,4555,100.0,0,0
39,8952077520398504792,0.2,1.3,0.0,488286,1.9,7010,9740306560074758.0,0.9,0,921104.0,0.0,4194,2664,1.3,230276,0.0,0.0,19.7,0,7488,100.0,0,0
40,8952077520398504792,0.0,0.3,0.0,65162202,1.8,923,155548722624476224.0,0.9,0,921716.0,0.0,666,375,0.3,230429,0.0,0.0,12.1,0,976,100.0,0,0
41,8952077520398504792,0.0,0.1,0.0,20383472,1.9,794,139854951076475584.0,0.9,0,921252.0,0.0,332,312,0.1,230313,0.0,0.0,6.9,0,852,100.0,0,0
42,8952077520398504792,0.1,0.4,0.0,94280624,2.0,1715,79466714991514240.0,0.9,0,920840.0,0.0,853,680,0.4,230210,0.0,0.0,9.1,0,1821,100.0,0,0
43,8952077520398504792,0.0,0.0,0.0,122251745,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
44,8952077520398504792,0.0,0.0,0.0,122205637,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
45,8952077520398504792,0.0,0.0,0.0,122449069,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
46,8952077520398504792,0.0,0.0,0.0,122187417,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
47,8952077520398504792,0.0,0.0,0.0,122618710,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
48,8952077520398504792,0.0,0.0,0.0,122579386,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
49,8952077520398504792,0.0,0.0,0.0,122603549,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
50,8952077520398504792,0.0,0.0,0.0,122699752,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
51,8952077520398504792,0.0,0.0,0.0,122722944,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
52,8952077520398504792,0.0,0.0,0.0,121848495,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
53,8952077520398504792,0.0,0.0,0.0,121327823,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
54,8952077520398504792,0.0,0.0,0.0,129389405,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
55,8952077520398504792,0.0,0.0,0.0,171963008,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
56,8952077520398504792,0.0,0.0,0.0,122685054,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
57,8952077520398504792,0.0,0.0,0.0,128905923,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
58,8952077520398504792,0.0,0.0,0.0,122786843,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
59,8952077520398504792,0.0,0.0,0.0,122762054,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
60,8952077520398504792,0.0,0.0,0.0,122699339,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
61,8952077520398504792,0.0,0.0,0.0,141901009,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
62,8952077520398504792,0.0,0.0,0.0,122702669,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
63,8952077520398504792,0.0,0.0,0.0,122779515,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
64,8952077520398504792,0.0,0.0,0.0,122549078,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
65,8952077520398504792,0.0,0.0,0.0,122625002,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
66,8952077520398504792,0.0,0.0,0.0,122648919,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
67,8952077520398504792,0.0,0.0,0.0,122738748,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
68,8952077520398504792,0.0,0.0,0.0,122261607,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
69,8952077520398504792,0.0,0.0,0.0,122621972,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
70,8952077520398504792,0.0,0.0,0.0,122684930,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
71,8952077520398504792,0.0,0.0,0.0,122505931,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
72,8952077520398504792,0.0,0.0,0.0,139659018,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
73,8952077520398504792,0.0,0.0,0.0,163975635,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
74,8952077520398504792,0.0,0.0,0.0,122779242,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
75,8952077520398504792,0.0,0.0,0.0,122570299,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
76,8952077520398504792,0.0,0.0,0.0,122664126,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
77,8952077520398504792,0.0,0.0,0.0,122485434,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
78,8952077520398504792,0.0,0.0,0.0,122551495,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
79,8952077520398504792,0.0,0.0,0.0,122598404,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
80,8952077520398504792,0.0,0.0,0.0,122310090,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
81,8952077520398504792,0.0,0.0,0.0,148457881,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
82,8952077520398504792,0.0,0.0,0.0,146204658,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
83,8952077520398504792,0.0,0.0,0.0,122671384,2.0,0,0.0,0.9,0,920840.0,0.0,0,0,0.0,230210,0.0,0.0,0.0,0,0,100.0,0,0
84,8952077520398504792,0.5,0.5,0.0,61514459,2.3,3223,40240642175973824.0,0.9,0,918080.0,0.0,9834,1262,0.5,229520,0.0,0.0,13.4,0,3445,100.0,0,0
85,8952077520398504792,0.1,0.4,0.0,18956001,1.9,2497,72042829467640912.0,0.9,0,921784.0,0.0,2498,996,0.3,230446,0.0,0.0,13.3,0,2671,100.0,0,0
86,8952077520398504792,0.1,1.0,0.0,82046003,2.0,3514,38264418287764488.0,0.9,0,921428.0,0.0,1885,1386,0.9,230357,0.0,0.0,12.8,0,3786,100.0,0,0
87,8952077520398504792,0.0,0.0,0.0,122354816,2.5,0,0.0,0.9,0,917112.0,0.0,1219,0,0.0,229278,0.0,0.0,0.0,0,0,100.0,0,0
88,8952077520398504792,0.2,0.9,0.0,11316566,1.6,5230,21004001791930568.0,0.9,0,925788.0,0.0,5239,2169,0.8,231447,0.0,0.0,17.8,0,5623,100.0,0,0
89,8952077520398504792,0.1,0.7,0.0,1071,1.7,2936,49880149009130064.0,0.9,0,925840.0,0.0,1574,1259,0.6,231460,0.0,0.0,20.0,0,3191,100.0,0,0
90,8952077520398504792,0.1,1.2,0.0,8093185,1.8,4164,31562761580262844.0,0.9,0,925436.0,0.0,2039,1838,1.2,231359,0.0,0.0,18.8,0,4516,100.0,0,0
91,8952077520398504792,0.1,0.4,0.0,85957019,2.0,1804,74967950209647024.0,0.9,0,924220.0,0.0,614,810,0.4,231055,0.0,0.0,9.3,0,1957,100.0,0,0
92,8952077520398504792,0.2,0.3,0.0,21956436,2.4,972,143266454697234144.0,0.9,0,921016.0,0.0,4592,434,0.3,230255,0.0,0.0,11.4,0,1044,100.0,0,0
93,8952077520398504792,0.1,0.2,0.0,43629667,2.3,968,170089904644845472.0,0.9,0,922112.0,0.0,2111,428,0.2,230528,0.0,0.0,13.0,0,1045,100.0,0,0
94,8952077520398504792,0.3,0.8,0.0,42602221,1.4,3656,39108760250951088.0,0.9,0,930472.0,0.0,4491,1542,0.7,232618,0.0,0.0,16.0,0,3979,100.0,0,0
95,8952077520398504792,0.1,0.8,0.0,298,1.3,2742,56208650154944632.0,0.9,0,932096.0,0.0,1763,1274,0.8,233024,0.0,0.0,20.3,0,3000,100.0,0,0
96,8952077520398504792,0.2,0.6,0.0,10999191,1.8,1393,108038927440555360.0,0.9,0,928124.0,0.0,2745,611,0.6,232031,0.0,0.0,17.6,0,1510,100.0,0,0
97,8952077520398504792,0.2,0.8,0.0,992651,1.6,3958,34769804560628376.0,0.9,0,930700.0,0.0,4161,1773,0.8,232675,0.0,0.0,18.6,0,4318,100.0,0,0
98,8952077520398504792,0.2,0.8,0.0,334,1.0,2862,50400742292619648.0,0.9,0,936916.0,0.0,3254,1380,0.8,234229,0.0,0.0,20.1,0,3124,100.0,0,0
99,8952077520398504792,0.1,0.8,0.0,59,0.9,2497,61760435687228192.0,0.9,0,938112.0,0.0,1484,1200,0.8,234528,0.0,0.0,20.4,0,2746,100.0,0,0
100,8952077520398504792,0.0,0.1,0.0,32,1.4,352,572155464642333376.0,0.9,0,934248.0,0.0,982,168,0.1,233562,0.0,0.0,21.1,0,392,100.0,0,0
101,8952077520398504792,0.2,0.9,0.0,180,1.3,2434,61669255320940816.0,0.9,0,935744.0,0.0,2548,1170,0.9,233937,0.0,0.0,20.8,0,2672,100.0,0,0
102,8952077520398504792,0.0,0.1,0.0,28,1.2,239,797993268030463104.0,0.9,0,936332.0,0.0,481,106,0.1,234083,0.0,0.0,20.4,0,259,100.0,0,0
103,8952077520398504792,0.2,1.1,0.0,312,1.4,3437,35655674539191404.0,0.9,0,935628.0,0.0,2714,1647,1.1,233907,0.0,0.0,20.4,0,3792,100.0,0,0
104,8952077520398504792,0.1,0.5,0.0,90,1.2,1506,112284079289463184.0,0.9,0,937808.0,0.0,1602,750,0.5,234452,0.0,0.0,21.0,0,1628,100.0,0,0
105,8952077520398504792,0.2,0.9,0.0,313,1.2,2808,46408256878298104.0,0.9,0,938200.0,0.0,2360,1468,0.9,234550,0.0,0.0,21.2,0,3134,100.0,0,0
106,8952077520398504792,0.1,0.9,0.0,168,1.4,2127,67368311443775280.0,0.9,0,937784.0,0.0,1393,1048,0.9,234446,0.0,0.0,20.3,0,2355,100.0,0,0
107,8952077520398504792,0.2,0.7,0.0,152,1.2,1935,75419598397717024.0,0.9,0,940140.0,0.0,2232,987,0.7,235035,0.0,0.0,20.9,0,2148,100.0,0,0
108,8952077520398504792,0.0,0.2,0.0,29,1.2,525,365752956553680832.0,0.9,0,940268.0,0.0,422,257,0.2,235067,0.0,0.0,21.1,0,585,100.0,0,0
109,8952077520398504792,0.1,0.5,0.0,73,1.0,1218,143077507123655200.0,0.9,0,941896.0,0.0,1316,608,0.5,235474,0.0,0.0,20.5,0,1367,100.0,0,0
110,8952077520398504792,0.0,0.2,0.0,26,1.0,645,270177705112557312.0,0.9,0,942016.0,0.0,673,323,0.2,235504,0.0,0.0,20.9,0,717,100.0,0,0
111,8952077520398504792,0.1,0.5,0.0,48,1.1,1462,115900500022932384.0,0.9,0,941656.0,0.0,1063,729,0.5,235414,0.0,0.0,20.7,0,1626,100.0,0,0
112,8952077520398504792,0.1,0.3,0.0,37,1.0,944,176023550207830048.0,0.9,0,943500.0,0.0,1234,464,0.3,235875,0.0,0.0,22.2,0,1045,100.0,0,0
113,8952077520398504792,0.1,0.7,0.0,64,1.2,2068,69683872703962232.0,0.9,0,942276.0,0.0,1288,1092,0.7,235569,0.0,0.0,22.1,0,2273,100.0,0,0
114,8952077520398504792,0.2,0.6,0.0,72,1.1,1592,95602380346180320.0,0.9,0,943376.0,0.0,1541,825,0.6,235844,0.0,0.0,21.3,0,1764,100.0,0,0
0,8952077520398504792,0.0,0.0,0.0,3336925760,8.4,2361,3281356083035252.0,0.8,0,853856.0,0.0,215673,116,0.0,213464,0.0,0.0,7.0,0,2591,100.0,0,0
1,8952077520398504792,0.0,0.2,0.0,116150977,6.6,18536,3139061609018242.0,0.8,0,870656.0,0.0,23083,1649,0.2,217664,0.0,0.0,11.7,0,20111,100.0,0,0
2,8952077520398504792,0.0,0.0,0.0,121501718,7.3,0,0.0,0.8,0,864448.0,0.0,6212,0,0.0,216112,0.0,0.0,0.0,0,0,100.0,0,0
3,8952077520398504792,0.0,0.0,0.0,122335474,7.3,0,0.0,0.8,0,864448.0,0.0,0,0,0.0,216112,0.0,0.0,0.0,0,0,100.0,0,0
4,8952077520398504792,0.0,0.0,0.0,122718773,7.3,0,0.0,0.8,0,864448.0,0.0,0,0,0.0,216112,0.0,0.0,0.0,0,0,100.0,0,0
5,8952077520398504792,0.0,0.0,0.0,122676529,7.3,0,0.0,0.8,0,864448.0,0.0,0,0,0.0,216112,0.0,0.0,0.0,0,0,100.0,0,0
6,8952077520398504792,0.0,0.2,0.0,88221421,4.5,12347,16775227057576778.0,0.8,0,890352.0,0.0,20806,1589,0.2,222588,0.0,0.0,13.5,0,13157,100.0,0,0
7,8952077520398504792,0.0,0.0,0.0,122742598,4.5,0,0.0,0.8,0,890352.0,0.0,0,0,0.0,222588,0.0,0.0,0.0,0,0,100.0,0,0
8,8952077520398504792,0.0,0.0,0.0,118530303,4.8,978,77333205351151104.0,0.8,0,887412.0,0.0,5784,135,0.0,221853,0.0,0.0,5.5,0,1037,100.0,0,0
9,8952077520398504792,0.0,0.0,0.0,122516097,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
10,8952077520398504792,0.0,0.0,0.0,170730793,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
11,8952077520398504792,0.0,0.0,0.0,172938361,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
12,8952077520398504792,0.0,0.0,0.0,122521462,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
13,8952077520398504792,0.0,0.0,0.0,121490573,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
14,8952077520398504792,0.0,0.0,0.0,122349176,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
15,8952077520398504792,0.0,0.0,0.0,122634510,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
16,8952077520398504792,0.0,0.0,0.0,122638926,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
17,8952077520398504792,0.0,0.0,0.0,122448758,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
18,8952077520398504792,0.0,0.0,0.0,122737827,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
19,8952077520398504792,0.0,0.0,0.0,128155352,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
20,8952077520398504792,0.0,0.0,0.0,122610260,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
21,8952077520398504792,0.0,0.0,0.0,128335915,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
22,8952077520398504792,0.0,0.0,0.0,122827032,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
23,8952077520398504792,0.0,0.0,0.0,127531497,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
24,8952077520398504792,0.0,0.0,0.0,173673423,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
25,8952077520398504792,0.0,0.0,0.0,122725932,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
26,8952077520398504792,0.0,0.0,0.0,122783268,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
27,8952077520398504792,0.0,0.0,0.0,138680487,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
28,8952077520398504792,0.0,0.0,0.0,122617037,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
29,8952077520398504792,0.0,0.0,0.0,122224692,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
30,8952077520398504792,0.0,0.0,0.0,122780087,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
31,8952077520398504792,0.0,0.0,0.0,122776911,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
32,8952077520398504792,0.0,0.0,0.0,122845548,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
33,8952077520398504792,0.0,0.0,0.0,122209683,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
34,8952077520398504792,0.0,0.0,0.0,122852066,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
35,8952077520398504792,0.0,0.0,0.0,122552577,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
36,8952077520398504792,0.0,0.0,0.0,122562097,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
37,8952077520398504792,0.0,0.0,0.0,122814771,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
38,8952077520398504792,0.0,0.0,0.0,122749009,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
39,8952077520398504792,0.0,0.0,0.0,122820540,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
40,8952077520398504792,0.0,0.0,0.0,122367767,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
41,8952077520398504792,0.0,0.0,0.0,122782435,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
42,8952077520398504792,0.0,0.0,0.0,122811618,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
43,8952077520398504792,0.0,0.0,0.0,122793512,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
44,8952077520398504792,0.0,0.0,0.0,122742195,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
45,8952077520398504792,0.0,0.0,0.0,122722426,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
46,8952077520398504792,0.0,0.0,0.0,122650297,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
47,8952077520398504792,0.0,0.0,0.0,122091187,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
48,8952077520398504792,0.0,0.0,0.0,122747682,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
49,8952077520398504792,0.0,0.0,0.0,122126472,4.8,0,0.0,0.8,0,887412.0,0.0,0,0,0.0,221853,0.0,0.0,0.0,0,0,100.0,0,0
