t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
78,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
79,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
80,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
81,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
82,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
83,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
84,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
85,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
86,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
87,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
88,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
89,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
90,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
91,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
92,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
93,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
94,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
95,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
96,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
97,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
98,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
99,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
100,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
101,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
102,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
103,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
104,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
105,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
106,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
107,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
108,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
109,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
110,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
111,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
112,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
113,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
114,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
115,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
116,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
117,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
118,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
119,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
120,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
121,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
122,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
123,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
124,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
125,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
126,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
127,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
128,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
129,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
130,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
131,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
0,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,59,2.6,0,0,0.0,97.4,0,0,0,0,1,0,4,0,0,0.0,0,0,0.5,0,-nan,0.5,0,955,0,-nan,0,541,0.0,0,0
1,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,9902,1.0,0,0,0.0,99.0,0,0,0,0,0,0,4,0,0,0.0,0,0,0.0,0,-nan,0.1,0,43367,102696,-nan,0,1,0.0,0,0
2,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,3875,2.9,0,0,0.0,97.0,0,0,0,0,3119,0,6,0,0,0.0,0,0,0.1,0,-nan,0.0,0,12259,354770,-nan,0,1,0.0,0,0
3,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
4,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
5,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,6633,4.0,0,0,0.0,96.0,0,0,0,0,6628,0,526,0,0,0.0,0,0,0.0,0,-nan,0.1,0,29713,135858,-nan,0,1,0.0,0,0
6,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,2253,-nan,0,0,-nan,-nan,0,0,0,0,0,0,45,0,0,0.0,0,0,0.0,0,-nan,0.0,0,6943,11,-nan,0,0,0.0,0,0
7,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,2716,1.6,0,0,0.1,98.4,0,0,0,0,46915,0,63,0,0,0.0,0,0,0.1,0,-nan,0.0,0,12153,341934,-nan,0,1,0.0,0,0
8,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
9,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
10,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,7020,3.4,0,0,0.2,96.4,0,0,0,0,36596,0,1055,0,0,0.0,0,0,0.0,0,-nan,0.1,0,33692,129628,-nan,0,1,0.0,0,0
11,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,538,-nan,0,0,-nan,-nan,0,0,0,0,0,0,121,0,0,0.0,0,0,0.0,0,-nan,0.0,0,2461,18,-nan,0,0,0.0,0,0
12,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,2815,1.8,0,0,0.0,98.2,0,0,0,0,12714,0,407,0,0,0.0,0,0,0.1,0,-nan,0.0,0,13785,281986,-nan,0,1,0.0,0,0
13,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,295,-nan,0,0,-nan,-nan,0,0,0,0,0,0,25,0,0,0.0,0,0,0.0,0,-nan,0.0,0,2103,0,-nan,0,0,0.0,0,0
14,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
15,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
16,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
17,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,6688,2.0,0,0,0.0,98.0,0,0,0,0,33384,0,195,0,0,0.0,0,0,0.0,0,-nan,0.1,0,26643,197100,-nan,0,1,0.0,0,0
18,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,2134,-nan,0,0,-nan,-nan,0,0,0,0,0,0,17,0,0,0.0,0,0,0.0,0,-nan,0.0,0,8655,2,-nan,0,0,0.0,0,0
19,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
20,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,912,1.0,0,0,0.0,98.9,0,0,0,0,18016,0,80,0,0,0.0,0,0,0.1,0,-nan,0.0,0,4842,315316,-nan,0,1,0.0,0,0
21,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,2092,-nan,0,0,-nan,-nan,0,0,0,0,0,0,200,0,0,0.0,0,0,0.0,0,-nan,0.0,0,7429,19,-nan,0,0,0.0,0,0
22,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
23,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
24,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
25,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,6253,2.2,0,0,0.1,97.8,0,0,0,0,27319,0,1302,0,0,0.0,0,0,0.0,0,-nan,0.1,0,30975,241100,-nan,0,1,0.0,0,0
26,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,448,-nan,0,0,-nan,-nan,0,0,0,0,0,0,33,0,0,0.0,0,0,0.0,0,-nan,0.0,0,1713,0,-nan,0,0,0.0,0,0
27,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,549,-nan,0,0,-nan,-nan,0,0,0,0,0,0,14,0,0,0.0,0,0,0.0,0,-nan,0.0,0,1813,0,-nan,0,0,0.0,0,0
28,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,2555,1.3,0,0,0.0,98.7,0,0,0,0,20538,0,82,0,0,0.0,0,0,0.1,0,-nan,0.0,0,9975,276348,-nan,0,1,0.0,0,0
29,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,1005,-nan,0,0,-nan,-nan,0,0,0,0,0,0,33,0,0,0.0,0,0,0.0,0,-nan,0.0,0,3521,0,-nan,0,0,0.0,0,0
30,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,180,-nan,0,0,-nan,-nan,0,0,0,0,0,0,5,0,0,0.0,0,0,0.0,0,-nan,0.0,0,675,0,-nan,0,0,0.0,0,0
31,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
32,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
33,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,4075,2.1,0,0,0.0,97.9,0,0,0,0,33800,0,846,0,0,0.0,0,0,0.0,0,-nan,0.0,0,15325,146575,-nan,0,1,0.0,0,0
34,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,2349,-nan,0,0,-nan,-nan,0,0,0,0,0,0,269,0,0,0.0,0,0,0.0,0,-nan,0.0,0,9777,121,-nan,0,0,0.0,0,0
35,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,1217,-nan,0,0,-nan,-nan,0,0,0,0,0,0,271,0,0,0.0,0,0,0.0,0,-nan,0.0,0,6170,24,-nan,0,0,0.0,0,0
36,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,257,-nan,0,0,-nan,-nan,0,0,0,0,0,0,68,0,0,0.0,0,0,0.0,0,-nan,0.0,0,1453,0,-nan,0,0,0.0,0,0
37,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,2792,1.2,0,0,0.0,98.7,0,0,0,0,14774,0,148,0,0,0.0,0,0,0.1,0,-nan,0.0,0,14556,346357,-nan,0,1,0.0,0,0
38,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,419,-nan,0,0,-nan,-nan,0,0,0,0,0,0,32,0,0,0.0,0,0,0.0,0,-nan,0.0,0,2453,0,-nan,0,0,0.0,0,0
39,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,148,-nan,0,0,-nan,-nan,0,0,0,0,0,0,8,0,0,0.0,0,0,0.0,0,-nan,0.0,0,920,0,-nan,0,0,0.0,0,0
40,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
41,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
42,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,3947,2.2,0,0,0.0,97.8,0,0,0,0,25428,0,239,0,0,0.0,0,0,0.0,0,-nan,0.0,0,15195,155521,-nan,0,1,0.0,0,0
43,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,1733,-nan,0,0,-nan,-nan,0,0,0,0,0,0,98,0,0,0.0,0,0,0.0,0,-nan,0.0,0,6969,7,-nan,0,0,0.0,0,0
44,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,816,-nan,0,0,-nan,-nan,0,0,0,0,0,0,28,0,0,0.0,0,0,0.0,0,-nan,0.0,0,3505,14,-nan,0,0,0.0,0,0
45,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,750,-nan,0,0,-nan,-nan,0,0,0,0,0,0,22,0,0,0.0,0,0,0.0,0,-nan,0.0,0,4144,11,-nan,0,0,0.0,0,0
46,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,53,-nan,0,0,-nan,-nan,0,0,0,0,0,0,3,0,0,0.0,0,0,0.0,0,-nan,0.0,0,293,0,-nan,0,0,0.0,0,0
47,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
48,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
49,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
50,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
51,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
52,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
53,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
54,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
55,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
56,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
57,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
58,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
59,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
60,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
61,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
62,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
63,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
64,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
65,8952077520398504792,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,-nan,0.0,0,0,0,-nan,0,0,0.0,0,0
